outbreakId,reportId,diseaseName,diseaseType,startDate,endDate,totalCases,locationName,species,animalCategoryLabel,latitude,longitude,animalCategory
101643,4322,empty strain - H5N1 (HPAI),,30/03/2022,21/12/2023,20,"Chapkahi, Ward No. 11, Piprakhurd Panchayat",Birds,Domestic,26.10138,86.55111,domestic
154683,6391,empty strain - H5N1 (HPAI non. Plt),,5/03/2025,21/07/2025,10,"Teghara, Rathaitha",Corvus splendens,Wild,25.125,86.581589,wild
54183,2484,H5N1 (HPAI non. Plt),,11/02/2018,5/06/2018,173,Paradeep,Corvus splendens,Wild,20.31638889,86.61166667,wild
54279,2495,H5N1 (HPAI),,11/02/2018,5/06/2018,,Sandhakunda and Badapadia Paradeep,Birds,Domestic,20.31638889,86.61166667,domestic
60155,2775,H5N1 (HPAI),,15/11/2018,5/07/2019,117,Goraho,Birds,Domestic,25.191151,86.62709,domestic
61830,2776,H5N1 (HPAI non. Plt),,13/02/2019,3/09/2019,9,Palojori Police Station,Corvus splendens,Wild,24.1502,86.6397,wild
118120,5039,H5N1 (HPAI),,17/03/2023,20/12/2023,26,"Regional Poultry Farm, Barari, Jagdishpir Ward 28",Birds,Domestic,25.262772,87.013378,domestic
154506,6374,empty strain - H5N1 (HPAI),,23/02/2025,21/07/2025,1688,"Regional Poultry Farm, Burari, Jagdishpur, Ward.28 ",Birds,Domestic,25.262966,87.0136607,domestic
10136,435,H5N1 (HPAI),,17/01/2008,4/11/2008,400,Saltora,Birds,Domestic,23.249,87.0806,domestic
10141,435,H5N1 (HPAI),,19/01/2008,4/11/2008,380,Mejia,Birds,Domestic,23.249,87.0806,domestic
60620,2775,H5N1 (HPAI),,3/01/2019,5/07/2019,7,Babura,Birds,Domestic,25.088746,87.095517,domestic
61616,2776,H5N1 (HPAI non. Plt),,28/01/2019,3/09/2019,12,"DC Campus, Godda",Corvus splendens,Wild,24.8255,87.2135,wild
22222,1341,H5N1 (HPAI),,27/02/2013,15/06/2013,338,Madhubani,Birds,Domestic,25.47,87.27,domestic
61484,2808,H5N1 (HPAI),,25/01/2019,2/09/2019,26,Fajilkhutahari,Birds,Domestic,25.180833,87.349167,domestic
10152,435,H5N1 (HPAI),,25/01/2008,4/11/2008,,Debra,Birds,Domestic,22.4242,87.3567,domestic
118121,5039,H5N1 (HPAI),,13/04/2023,20/12/2023,2,"Agri Gold Farm, Kaliganj, ",Birds,Domestic,25.750341,87.54004,domestic
154512,6376,H5N1 (HPAI),,21/02/2025,,40,"Primary Health Centre, Salgapara",Birds,Domestic,24.403135,87.653026,domestic
10138,435,H5N1 (HPAI),,17/01/2008,4/11/2008,41500,"Mohammed Bazar, Nanur",Birds,Domestic,23.8018,87.7133,domestic
10142,435,H5N1 (HPAI),,19/01/2008,4/11/2008,863,"Nalhatti-I, Bolpur-Sriniketan",Birds,Domestic,23.8018,87.7133,domestic
10151,435,H5N1 (HPAI),,22/01/2008,4/11/2008,2840,"Mayureswar II, Khoirasole",Birds,Domestic,23.8018,87.7133,domestic
10156,435,H5N1 (HPAI),,25/01/2008,4/11/2008,53,Mayureswar-I,Birds,Domestic,23.8018,87.7133,domestic
10157,435,H5N1 (HPAI),,26/01/2008,4/11/2008,25,"Suri-I, Mayureshwar I, Nanur",Birds,Domestic,23.8018,87.7133,domestic
10160,435,H5N1 (HPAI),,26/01/2008,4/11/2008,,Suri-I,Birds,Domestic,23.8018,87.7133,domestic
10133,435,H5N1 (HPAI),,15/01/2008,4/11/2008,9592,"Mangolkote, Purbasthali II",Birds,Domestic,23.2393,87.8623,domestic
10140,435,H5N1 (HPAI),,19/01/2008,4/11/2008,,"Ktugram, Jamuria, Galsi",Birds,Domestic,23.2439,87.8802,domestic
10145,435,H5N1 (HPAI),,23/01/2008,4/11/2008,,Raniganj,Birds,Domestic,23.2439,87.8802,domestic
10422,435,H5N1 (HPAI),,18/03/2008,4/11/2008,,English Bazar,Birds,Domestic,24.7814,88.0257,domestic
11497,584,H5N1 (HPAI),,13/12/2008,22/10/2009,17,Englishbazar,Birds,Domestic,25,88.08,domestic
11902,584,H5N1 (HPAI),,17/03/2009,22/10/2009,363,Chopra,Birds,Domestic,25.27,88.1,domestic
11857,584,H5N1 (HPAI),,8/03/2009,22/10/2009,4,Mirik,Birds,Domestic,26.53,88.1,domestic
11594,584,H5N1 (HPAI),,2/01/2009,22/10/2009,210,Rangli Rangliot,Birds,Domestic,26.5,88.12,domestic
10147,435,H5N1 (HPAI),,23/01/2008,4/11/2008,,Balagarh,Birds,Domestic,23.0017,88.1269,domestic
10162,435,H5N1 (HPAI),,26/01/2008,4/11/2008,69,Chanditala-II,Birds,Domestic,23.0017,88.1269,domestic
12151,584,H5N1 (HPAI),,20/05/2009,22/10/2009,20,Hemtabad,Birds,Domestic,25.4,88.13,domestic
10143,435,H5N1 (HPAI),,19/01/2008,4/11/2008,,Chachal-I,Birds,Domestic,25.0954,88.1499,domestic
12786,799,H5 (HPAI),,12/01/2010,2/06/2010,1000,Khargram,Birds,Domestic,24.1,88.16,domestic
12895,799,H5 (HPAI),,14/01/2010,2/06/2010,379,Khargram,Birds,Domestic,24.1,88.16,domestic
12896,799,H5 (HPAI),,14/01/2010,2/06/2010,190,Burwan,Birds,Domestic,24.1,88.16,domestic
12969,799,H5 (HPAI),,19/01/2010,2/06/2010,280,Khargram,Birds,Domestic,24.1,88.16,domestic
13060,799,H5 (HPAI),,18/01/2010,2/06/2010,17,Khargram,Birds,Domestic,24.1,88.16,domestic
11816,584,H5N1 (HPAI),,13/02/2009,22/10/2009,97,Kurseong,Birds,Domestic,26.53,88.16,domestic
10712,435,H5N1 (HPAI),,11/05/2008,4/11/2008,138,Bijanbari,Birds,Domestic,27.066,88.2,domestic
11617,584,H5N1 (HPAI),,16/01/2009,22/10/2009,9,Hospital Road,Birds,Domestic,27.18,88.21,domestic
11593,584,H5N1 (HPAI),,1/01/2009,22/10/2009,217,Matigara,Birds,Domestic,26.43,88.23,domestic
10135,435,H5N1 (HPAI),,15/01/2008,4/11/2008,,"Khagram, Burdwan, Nowda, Nabagram",null,Domestic,24.1676,88.2408,domestic
10421,435,H5N1 (HPAI),,4/03/2008,4/11/2008,56,"Raghunathganj II, Jiagang",Birds,Domestic,24.1872,88.2569,domestic
10137,435,H5N1 (HPAI),,17/01/2008,4/11/2008,3557,"Siti-I, Sagardighi, Beldanga-I",Birds,Domestic,24.1694,88.2627,domestic
10148,435,H5N1 (HPAI),,21/01/2008,4/11/2008,10889,Kandi,Birds,Domestic,24.1694,88.2627,domestic
10155,435,H5N1 (HPAI),,25/01/2008,4/11/2008,1975,Shamsirganj,Birds,Domestic,24.1694,88.2627,domestic
10161,435,H5N1 (HPAI),,26/01/2008,4/11/2008,469,Raghunathganj-II,Birds,Domestic,24.1694,88.2627,domestic
10671,435,H5N1 (HPAI),,1/05/2008,4/11/2008,283,Kurseong,Birds,Domestic,26.883,88.283,domestic
16960,1105,H5N1 (HPAI),,14/09/2011,28/12/2011,2285,Tehatta-1,Birds,Domestic,23.43,88.31,domestic
10150,435,H5N1 (HPAI),,22/01/2008,4/11/2008,235,Sankrail,Birds,Domestic,22.591,88.3115,domestic
10159,435,H5N1 (HPAI),,26/01/2008,4/11/2008,235,Panchla,Birds,Domestic,22.591,88.3115,domestic
10134,435,H5N1 (HPAI),,15/01/2008,4/11/2008,1057,Tehatta-II,Birds,Domestic,23.4504,88.3484,domestic
10448,435,H5N1 (HPAI),,27/03/2008,4/11/2008,200,Ranaghat II,Birds,Domestic,23.4504,88.3484,domestic
10153,435,H5N1 (HPAI),,25/01/2008,4/11/2008,1188,Budge-Budge-II,Birds,Domestic,22.0935,88.3604,domestic
10163,435,H5N1 (HPAI),,25/01/2008,4/11/2008,2012,Caning-2,Birds,Domestic,22.0935,88.3604,domestic
9994,435,H5N1 (HPAI),,4/01/2008,4/11/2008,35525,"Rampurhat, Nalhati, Mayureswar",Birds,Domestic,24.319,88.377,domestic
10139,435,H5N1 (HPAI),,17/01/2008,4/11/2008,613,"Krishnanagar-I, Tehatta-I, Kaliganj",Birds,Domestic,23.4136,88.4467,domestic
10144,435,H5N1 (HPAI),,19/01/2008,4/11/2008,615,"Krishnanagar-I, Nakashapara, Haringhata",Birds,Domestic,23.4136,88.4467,domestic
10158,435,H5N1 (HPAI),,26/01/2008,4/11/2008,9,Kalyani,Birds,Domestic,23.4136,88.4467,domestic
11772,584,H5N1 (HPAI),,14/02/2009,22/10/2009,35,Harirampur,Birds,Domestic,25.12,88.46,domestic
10423,435,H5N1 (HPAI),,22/03/2008,4/11/2008,101,Jalpaiguri Sadar,Birds,Domestic,26.8941,88.6641,domestic
9995,435,H5N1 (HPAI),,7/01/2008,4/11/2008,261,Balurghat,Birds,Domestic,25.3606,88.7228,domestic
11679,584,H5N1 (HPAI),,29/01/2009,22/10/2009,60,Mathabhanga-I,Birds,Domestic,26.2,89.13,domestic
11680,584,H5N1 (HPAI),,29/01/2009,22/10/2009,50,Dinhata-I,Birds,Domestic,26.07,89.28,domestic
10146,435,H5N1 (HPAI),,23/01/2008,4/11/2008,,Dinhata-I,Birds,Domestic,26.14,89.4562,domestic
10154,435,H5N1 (HPAI),,25/01/2008,4/11/2008,300,Mathabhanga-I,Birds,Domestic,26.14,89.4562,domestic
16940,1105,H5N1 (HPAI),,29/08/2011,28/12/2011,1436,Bhamondanga Pt-1,Birds,Domestic,26.25364,89.77611,domestic
17540,1169,H5N1 (HPAI),,4/01/2012,23/04/2012,2732,William Nagar,Birds,Domestic,25.31,90.13,domestic
11505,584,H5N1 (HPAI),,15/12/2008,22/10/2009,48,Kheluwapara Pt-II,Birds,Domestic,26.28,90.33,domestic
11547,584,H5N1 (HPAI),,19/12/2008,22/10/2009,20,Dhaligaon,Birds,Domestic,26.28,90.33,domestic
11482,584,H5N1 (HPAI),,5/12/2008,22/10/2009,399,Nilibari,Birds,Domestic,26.35,90.38,domestic
11478,584,H5N1 (HPAI),,30/11/2008,22/10/2009,18,Katajhar,Birds,Domestic,26.5,90.39,domestic
11544,584,H5N1 (HPAI),,19/12/2008,22/10/2009,45,Tihu Barama,Birds,Domestic,26.23,90.58,domestic
11479,584,H5N1 (HPAI),,30/11/2008,22/10/2009,75,Katla,Birds,Domestic,26,91,domestic
11504,584,H5N1 (HPAI),,15/12/2008,22/10/2009,70,Sariha Sakla,Birds,Domestic,26.19,91,domestic
11443,584,H5N1 (HPAI),,21/11/2008,22/10/2009,324,Hajo,Birds,Domestic,26.2,91.15,domestic
11476,584,H5N1 (HPAI),,28/11/2008,22/10/2009,682,Patgaon,Birds,Domestic,26.2,91.15,domestic
11477,584,H5N1 (HPAI),,30/11/2008,22/10/2009,30,Sarpara,Birds,Domestic,26.2,91.15,domestic
11480,584,H5N1 (HPAI),,5/12/2008,22/10/2009,112,Khanapara,Birds,Domestic,26.2,91.15,domestic
11481,584,H5N1 (HPAI),,6/12/2008,22/10/2009,500,Jalah,Birds,Domestic,26.2,91.15,domestic
11506,584,H5N1 (HPAI),,15/12/2008,22/10/2009,20,"Kharghuli Jaipur, Ward No.37",Birds,Domestic,26.2,91.15,domestic
11545,584,H5N1 (HPAI),,17/12/2008,22/10/2009,75,Hajo,Birds,Domestic,26.2,91.15,domestic
11546,584,H5N1 (HPAI),,17/12/2008,22/10/2009,137,Chayani Borduar,Birds,Domestic,26.2,91.15,domestic
15825,1012,H5 (HPAI),,3/02/2011,4/07/2011,2198,"State Duck & Poultry Farm, RK Nagar",Birds,Domestic,23.49,91.16,domestic
16035,1012,H5 (HPAI),,4/03/2011,4/07/2011,380,"State Poultry Farm, Gandhigram",Birds,Domestic,23.5,91.16,domestic
19203,1169,H5N1 (HPAI),,7/03/2012,13/08/2012,2000,"State Poultry Farm, Gandhigram",Birds,Domestic,23.53,91.16,domestic
17716,1169,H5N1 (HPAI),,16/01/2012,13/08/2012,4229,Mohanpur,Birds,Domestic,23.58,91.21,domestic
38971,1903,H5N1 (HPAI),,7/01/2016,27/04/2016,1760,"State Poultry Farm, Gandhigram",Birds,Domestic,23.54,91.24,domestic
10647,435,H5N1 (HPAI),,15/04/2008,4/11/2008,10,Bishalgarh,Birds,Domestic,23.675,91.289,domestic
20933,1169,H5N1 (HPAI),,18/04/2012,13/08/2012,3168,Udaipur,Birds,Domestic,23.32,91.29,domestic
155988,6441,H3N8 (Equ. Infl),,23/03/2025,,14,"Village- Beeron/ Basti, Rudraprayag ",Equidae (dom),Domestic,30.284414,78.98114,domestic
10478,435,H5N1 (HPAI),,14/04/2008,4/11/2008,40,Mohanpur,Birds,Domestic,23.9169,91.7541,domestic
10449,435,H5N1 (HPAI),,3/04/2008,4/11/2008,98,Salema,Birds,Domestic,23.8421,91.9784,domestic
11543,584,H5N1 (HPAI),,18/12/2008,22/10/2009,22,Barhampur,Birds,Domestic,26.21,92.41,domestic
35403,1718,H5N1 (HPAI),,6/04/2015,29/07/2015,940,Lamphelpat,Birds,Domestic,24.49,93.54,domestic
4650,290,H5N1 (HPAI),,7/07/2007,2/08/2007,134,Chingmeirong West,Birds,Domestic,24.816,93.933,domestic
11483,584,H5N1 (HPAI),,7/12/2008,22/10/2009,120,"Ward No. 6, East Revenue Circle",Birds,Domestic,27.28,95.54,domestic
162404,6703,O (FMD),,6/07/2025,,6,Rajiv Gandhi Zoological Park & Wildlife Research Centre,Axis axis,Wild,18.4525,73.8608,wild
0,0,Test HPAI,,,,300,Village - Anjangoan ,Test Birds,Wild,20.828152,77.782663,wild
0,0,Test HPAI,,,,70,Pashane,Test Birds,Wild,19.4521,73.328,wild
0,0,Test HPAI,,,,100,"Vehloli, Vashind",Test Birds,Wild,19.41684,73.29618,wild
,,,,,,,,,,,,
